,ID,Market,Survey date,Customer Name,Month,Quarter,NPS,condicional
104,1104,UK,06/06/2021,Kevin Blankenship,6,2,8,Neutros
105,1105,MEX,22/09/2021,Lacey Reyes,9,3,7,Neutros
106,1106,UK,06/02/2021,Monica Wilson,2,1,6,Detratores
107,1107,UK,10/07/2021,Taylor Smith,7,3,7,Neutros
108,1108,MEX,25/07/2021,Margaret Boyd,7,3,9,Promotores
109,1109,MEX,25/12/2021,Raymond Jackson,12,4,1,Detratores
110,1110,US,24/08/2021,Bryan Jacobson,8,3,10,Promotores
111,1111,MEX,20/12/2021,Shawn Watson,12,4,10,Promotores
112,1112,US,14/09/2021,Robert Thomas,9,3,10,Promotores
113,1113,US,28/05/2021,Joseph Nelson,5,2,10,Promotores
114,1114,UK,26/02/2021,Frank Werner,2,1,7,Neutros
115,1115,US,19/05/2021,Rebekah Hernandez,5,2,3,Detratores
116,1116,UK,30/04/2021,Michelle Wallace,4,2,6,Detratores
117,1117,MEX,04/01/2021,Jasmine Campbell,1,1,8,Neutros
118,1118,MEX,15/10/2021,Kayla Hill,10,4,7,Neutros
119,1119,MEX,21/11/2021,Thomas Schwartz,11,4,10,Promotores
120,1120,US,30/12/2021,Susan Bowen,12,4,6,Detratores
121,1121,UK,23/12/2021,Maria Strickland,12,4,10,Promotores
122,1122,UK,25/08/2021,Heidi Stewart,8,3,10,Promotores
123,1123,US,30/06/2021,Deborah Morrow,6,2,4,Detratores
124,1124,MEX,19/04/2021,Richard Castillo,4,2,5,Detratores
125,1125,UK,27/09/2021,Kristin Campbell,9,3,6,Detratores
126,1126,UK,10/11/2021,Dr. Charles Brown,11,4,10,Promotores
127,1127,MEX,06/08/2021,James Thomas,8,3,10,Promotores
128,1128,MEX,14/02/2021,Paul Kelly,2,1,4,Detratores
129,1129,US,24/10/2021,Carl Morales,10,4,10,Promotores
130,1130,US,15/10/2021,Ian Thompson,10,4,7,Neutros
131,1131,MEX,20/12/2021,Mary Lewis,12,4,0,Detratores
132,1132,US,27/04/2021,Benjamin Collins MD,4,2,10,Promotores
133,1133,MEX,09/07/2021,Claire Park,7,3,8,Neutros
134,1134,UK,14/09/2021,Ryan Marquez,9,3,9,Promotores
135,1135,UK,15/01/2021,Michelle Bradley,1,1,10,Promotores
136,1136,UK,21/03/2021,Angela Perry,3,1,10,Promotores
137,1137,US,15/09/2021,Stephanie Santos,9,3,10,Promotores
138,1138,US,10/04/2021,Anita Kennedy,4,2,10,Promotores
139,1139,US,04/08/2021,Breanna Fuentes,8,3,10,Promotores
140,1140,MEX,18/10/2021,Teresa Price,10,4,8,Neutros
141,1141,MEX,11/04/2021,Dr. Maureen Blackwell DVM,4,2,0,Detratores
142,1142,UK,26/07/2021,Alice Rocha,7,3,8,Neutros
143,1143,US,13/02/2021,Kelsey Khan,2,1,9,Promotores
144,1144,MEX,30/11/2021,Jennifer Wall,11,4,9,Promotores
145,1145,MEX,18/07/2021,Misty Buckley,7,3,3,Detratores
146,1146,MEX,18/02/2021,Natalie Campbell,2,1,10,Promotores
147,1147,MEX,06/03/2021,Brenda Carter,3,1,10,Promotores
148,1148,MEX,03/06/2021,Tina Mitchell,6,2,0,Detratores
149,1149,UK,22/11/2021,Elizabeth Schmitt,11,4,9,Promotores
150,1150,US,15/08/2021,Michael Vasquez,8,3,10,Promotores
151,1151,MEX,18/07/2021,Kirsten Smith,7,3,10,Promotores
152,1152,UK,31/05/2021,Vincent Hardy,5,2,8,Neutros
153,1153,US,15/12/2021,Julie Proctor,12,4,10,Promotores
154,1154,US,01/04/2021,Mrs. Brittany Shepherd,4,2,8,Neutros
155,1155,MEX,15/09/2021,Tonya Smith,9,3,8,Neutros
156,1156,US,24/05/2021,Brian Wallace,5,2,3,Detratores
157,1157,UK,23/05/2021,Wendy Hammond,5,2,9,Promotores
158,1158,MEX,24/11/2021,Paul Pratt,11,4,10,Promotores
159,1159,US,10/04/2021,Samantha Beck,4,2,6,Detratores
160,1160,UK,18/05/2021,Christopher Kim,5,2,10,Promotores
161,1161,MEX,24/07/2021,Mark Edwards,7,3,10,Promotores
162,1162,US,29/10/2021,Clinton Sanders,10,4,8,Neutros
163,1163,MEX,14/04/2021,William George,4,2,10,Promotores
164,1164,MEX,26/08/2021,Nicole Rodriguez,8,3,8,Neutros
165,1165,MEX,11/09/2021,Jonathan Mcdaniel,9,3,9,Promotores
166,1166,MEX,08/06/2021,Micheal Castillo,6,2,10,Promotores
167,1167,UK,28/07/2021,Edward Jimenez,7,3,6,Detratores
168,1168,MEX,27/08/2021,Carl Adams,8,3,1,Detratores
169,1169,US,19/12/2021,Rachel Ramsey,12,4,7,Neutros
170,1170,US,24/06/2021,James Beard,6,2,2,Detratores
171,1171,UK,30/03/2021,Clarence Ross,3,1,9,Promotores
172,1172,MEX,03/08/2021,Colleen Ramirez,8,3,10,Promotores
173,1173,UK,05/01/2021,Christina Lindsey,1,1,6,Detratores
174,1174,UK,14/02/2021,Regina Gonzalez,2,1,10,Promotores
175,1175,US,22/08/2021,Zachary Harvey,8,3,0,Detratores
176,1176,UK,29/12/2021,Michelle Bowers,12,4,10,Promotores
177,1177,UK,05/03/2021,Samantha Allen,3,1,8,Neutros
178,1178,MEX,27/11/2021,Cory Hansen,11,4,5,Detratores
179,1179,MEX,14/08/2021,Carlos Bridges,8,3,5,Detratores
180,1180,US,16/04/2021,Rachel Massey,4,2,10,Promotores
181,1181,UK,04/08/2021,Chad Bender,8,3,5,Detratores
182,1182,UK,26/07/2021,Robert Fox,7,3,10,Promotores
183,1183,UK,12/08/2021,Shawn Taylor,8,3,9,Promotores
184,1184,US,04/10/2021,Rodney Kelley,10,4,1,Detratores
185,1185,UK,20/11/2021,Timothy Carroll,11,4,2,Detratores
186,1186,MEX,27/06/2021,Bruce Lane,6,2,0,Detratores
187,1187,UK,02/08/2021,Jillian Rodriguez,8,3,5,Detratores
188,1188,UK,24/09/2021,Chelsea Roth,9,3,2,Detratores
189,1189,MEX,26/12/2021,Tony Middleton,12,4,10,Promotores
190,1190,MEX,15/06/2021,Elizabeth Sanchez,6,2,7,Neutros
191,1191,US,15/06/2021,Ashlee Hanson,6,2,7,Neutros
192,1192,MEX,03/02/2021,Lorraine Fletcher,2,1,10,Promotores
193,1193,UK,17/04/2021,Ryan Wood,4,2,1,Detratores
194,1194,UK,17/07/2021,Katherine Best,7,3,8,Neutros
195,1195,MEX,04/05/2021,Susan Cooley,5,2,10,Promotores
196,1196,US,03/12/2021,Diana Thompson,12,4,10,Promotores
197,1197,US,23/12/2021,Jonathan Harmon,12,4,9,Promotores
198,1198,US,01/07/2021,Michael Leonard,7,3,8,Neutros
199,1199,UK,05/08/2021,Martha Willis,8,3,10,Promotores
200,1200,MEX,27/02/2021,Mason Scott,2,1,10,Promotores
201,1201,UK,04/07/2021,Sergio White,7,3,0,Detratores
202,1202,UK,21/07/2021,Michael Dillon,7,3,10,Promotores
203,1203,US,05/07/2021,Robert Bush,7,3,1,Detratores
204,1204,UK,20/03/2021,Kyle Schneider,3,1,3,Detratores
205,1205,MEX,08/07/2021,Marc Lopez,7,3,8,Neutros
206,1206,UK,12/11/2021,David Rogers,11,4,8,Neutros
207,1207,UK,11/05/2021,Gilbert Lopez,5,2,10,Promotores
208,1208,US,07/04/2021,Donald Alvarez,4,2,10,Promotores
209,1209,UK,12/08/2021,Raymond Cruz,8,3,6,Detratores
210,1210,US,09/05/2021,Andrea Keller,5,2,0,Detratores
211,1211,US,21/11/2021,Jennifer Myers,11,4,9,Promotores
212,1212,US,17/04/2021,Logan Calhoun,4,2,10,Promotores
213,1213,UK,24/07/2021,Cynthia Bradley,7,3,10,Promotores
214,1214,MEX,31/01/2021,Robert Yang,1,1,10,Promotores
215,1215,UK,01/09/2021,Bryan Jimenez,9,3,10,Promotores
216,1216,US,26/03/2021,Michelle Edwards,3,1,8,Neutros
217,1217,MEX,26/01/2021,Eric Suarez,1,1,5,Detratores
218,1218,MEX,30/01/2021,Jamie Hill,1,1,8,Neutros
219,1219,US,28/01/2021,Jonathan Jones,1,1,5,Detratores
220,1220,US,15/03/2021,Brandy Gonzalez,3,1,6,Detratores
221,1221,US,06/06/2021,Michael Brown,6,2,9,Promotores
222,1222,US,15/08/2021,Ray Taylor,8,3,4,Detratores
223,1223,US,07/03/2021,Sarah Torres,3,1,10,Promotores
224,1224,MEX,13/01/2021,Ryan Dudley,1,1,0,Detratores
225,1225,UK,19/04/2021,Shawn Bailey,4,2,10,Promotores
226,1226,US,18/03/2021,Andres Cooper,3,1,10,Promotores
227,1227,UK,15/09/2021,Bryan White,9,3,0,Detratores
228,1228,MEX,12/10/2021,Julie Ramirez,10,4,10,Promotores
229,1229,UK,09/07/2021,Mark Lynn,7,3,8,Neutros
230,1230,US,09/03/2021,Thomas Lopez,3,1,3,Detratores
231,1231,US,08/11/2021,Stephen Adams,11,4,10,Promotores
232,1232,UK,24/10/2021,Karina Collins,10,4,8,Neutros
233,1233,US,14/05/2021,Nicole Wood,5,2,7,Neutros
234,1234,US,11/08/2021,Thomas Wu,8,3,8,Neutros
235,1235,MEX,24/04/2021,Robert Campbell,4,2,7,Neutros
236,1236,MEX,15/09/2021,Alexis Baker,9,3,0,Detratores
237,1237,US,19/02/2021,William Morgan,2,1,1,Detratores
238,1238,US,28/10/2021,Kimberly Sandoval,10,4,6,Detratores
239,1239,UK,18/09/2021,Stacey Davis,9,3,9,Promotores
240,1240,US,26/07/2021,Nicole Sawyer,7,3,8,Neutros
241,1241,US,17/06/2021,John Harris,6,2,10,Promotores
242,1242,UK,09/07/2021,Michael Hall,7,3,10,Promotores
243,1243,US,11/01/2021,Richard Smith,1,1,5,Detratores
244,1244,MEX,10/12/2021,Lori Harris,12,4,7,Neutros
245,1245,UK,19/05/2021,Daniel Faulkner,5,2,7,Neutros
246,1246,MEX,01/04/2021,Loretta Hardy,4,2,8,Neutros
247,1247,UK,29/09/2021,Anthony Oliver,9,3,3,Detratores
248,1248,US,06/07/2021,Jessica Smith,7,3,1,Detratores
249,1249,US,28/05/2021,Alison Martinez,5,2,10,Promotores
250,1250,US,25/07/2021,David Miller,7,3,10,Promotores
251,1251,UK,25/02/2021,Nancy Wells,2,1,10,Promotores
252,1252,MEX,12/06/2021,Samantha Moore,6,2,10,Promotores
253,1253,UK,17/06/2021,Brian Clayton,6,2,10,Promotores
254,1254,MEX,12/05/2021,Chelsea Ruiz,5,2,8,Neutros
255,1255,MEX,12/10/2021,Robert Hanson,10,4,10,Promotores
256,1256,MEX,04/11/2021,Alexis Hamilton MD,11,4,0,Detratores
257,1257,MEX,01/10/2021,Lindsey White,10,4,10,Promotores
258,1258,MEX,24/07/2021,Benjamin Nelson,7,3,9,Promotores
259,1259,MEX,11/10/2021,Michael Lucas,10,4,10,Promotores
260,1260,US,07/11/2021,Kimberly Mack,11,4,8,Neutros
261,1261,UK,25/11/2021,Kara Miller,11,4,2,Detratores
262,1262,US,27/06/2021,David Richards,6,2,10,Promotores
263,1263,MEX,07/10/2021,Jessica West,10,4,9,Promotores
264,1264,UK,03/10/2021,Hayden Casey,10,4,10,Promotores
265,1265,MEX,01/05/2021,Justin Roberts II,5,2,10,Promotores
266,1266,MEX,16/11/2021,Chloe Norton,11,4,1,Detratores
267,1267,UK,23/09/2021,Meredith Ortiz,9,3,10,Promotores
268,1268,MEX,29/09/2021,Crystal Bird,9,3,10,Promotores
269,1269,US,29/08/2021,Caitlin Hogan,8,3,10,Promotores
270,1270,UK,23/02/2021,Sandy Stone,2,1,7,Neutros
271,1271,UK,03/03/2021,James Black,3,1,3,Detratores
272,1272,UK,22/09/2021,Corey Hayes,9,3,8,Neutros
273,1273,US,22/08/2021,Andrew Esparza MD,8,3,1,Detratores
274,1274,UK,24/06/2021,Trevor Brown,6,2,8,Neutros
275,1275,UK,30/12/2021,Stephen Webb,12,4,4,Detratores
276,1276,UK,27/01/2021,Alex Hamilton,1,1,10,Promotores
277,1277,MEX,12/07/2021,April Valencia,7,3,8,Neutros
278,1278,US,03/06/2021,Justin Hahn,6,2,8,Neutros
279,1279,MEX,27/05/2021,Samuel Ross,5,2,10,Promotores
280,1280,US,13/03/2021,Matthew Miller,3,1,2,Detratores
281,1281,UK,01/07/2021,Sharon Petersen,7,3,9,Promotores
282,1282,UK,18/07/2021,Jacqueline Rivera,7,3,8,Neutros
283,1283,MEX,01/08/2021,Frank Henry,8,3,5,Detratores
284,1284,US,21/10/2021,Thomas Mejia,10,4,0,Detratores
285,1285,MEX,04/04/2021,Edward Gross,4,2,0,Detratores
286,1286,MEX,08/01/2021,Travis Ortega,1,1,9,Promotores
287,1287,US,29/12/2021,Jamie Oconnor,12,4,10,Promotores
288,1288,MEX,19/01/2021,Peter Richardson,1,1,0,Detratores
289,1289,US,23/08/2021,Matthew Wood,8,3,10,Promotores
290,1290,MEX,26/08/2021,Shawn Martin,8,3,9,Promotores
291,1291,MEX,24/07/2021,Matthew Burns,7,3,8,Neutros
292,1292,UK,16/05/2021,Mark Robinson,5,2,10,Promotores
293,1293,MEX,29/10/2021,Laura Taylor,10,4,0,Detratores
294,1294,US,10/01/2021,Joshua Hughes,1,1,3,Detratores
295,1295,MEX,24/02/2021,Timothy Lee,2,1,0,Detratores
296,1296,UK,22/09/2021,Amanda Diaz,9,3,0,Detratores
297,1297,UK,19/03/2021,Jeremy Frey,3,1,10,Promotores
298,1298,MEX,27/02/2021,Terry Ibarra,2,1,8,Neutros
299,1299,US,09/12/2021,Christopher Chavez,12,4,10,Promotores
300,1300,MEX,20/02/2021,Thomas Turner,2,1,7,Neutros
301,1301,MEX,30/04/2021,Sonya Stevens,4,2,10,Promotores
302,1302,UK,16/05/2021,Dennis Lester,5,2,10,Promotores
303,1303,MEX,10/09/2021,Jordan Garcia,9,3,10,Promotores
304,1304,MEX,28/09/2021,Joy Joseph,9,3,10,Promotores
305,1305,MEX,09/01/2021,Charles Miller,1,1,3,Detratores
306,1306,US,27/05/2021,Kenneth Lopez,5,2,10,Promotores
307,1307,MEX,02/04/2021,Joseph Cruz PhD,4,2,9,Promotores
308,1308,US,03/06/2021,John Hughes,6,2,10,Promotores
309,1309,MEX,06/10/2021,Matthew Morales,10,4,9,Promotores
310,1310,MEX,11/10/2021,Dr. Kenneth Snyder Jr.,10,4,10,Promotores
311,1311,UK,26/09/2021,James Jones,9,3,9,Promotores
312,1312,UK,07/06/2021,Cheryl Gomez,6,2,10,Promotores
313,1313,UK,14/08/2021,Nicole Cole,8,3,0,Detratores
314,1314,US,16/11/2021,Susan Moore,11,4,10,Promotores
315,1315,US,23/01/2021,Natalie Taylor,1,1,10,Promotores
316,1316,MEX,09/03/2021,Michael Bailey,3,1,6,Detratores
317,1317,MEX,23/07/2021,Lisa Hughes,7,3,9,Promotores
318,1318,MEX,08/09/2021,Cheyenne Lewis,9,3,0,Detratores
319,1319,MEX,12/03/2021,Carolyn Charles,3,1,5,Detratores
320,1320,UK,25/11/2021,James Davis,11,4,10,Promotores
321,1321,US,12/04/2021,Joe Taylor,4,2,8,Neutros
322,1322,MEX,24/08/2021,Tracey Long,8,3,9,Promotores
323,1323,UK,31/05/2021,Danny Bruce,5,2,5,Detratores
324,1324,UK,26/07/2021,Jordan Duncan,7,3,9,Promotores
325,1325,UK,24/03/2021,Jessica Stewart,3,1,10,Promotores
326,1326,MEX,23/02/2021,Lindsey Schneider,2,1,1,Detratores
327,1327,MEX,11/05/2021,Richard Cross,5,2,9,Promotores
328,1328,US,20/11/2021,Rebecca Atkinson,11,4,10,Promotores
329,1329,MEX,02/01/2021,Justin Sullivan,1,1,10,Promotores
330,1330,US,25/07/2021,Sharon Wells,7,3,10,Promotores
331,1331,US,16/08/2021,Jennifer Guzman,8,3,7,Neutros
332,1332,MEX,09/08/2021,Michael Williams,8,3,9,Promotores
333,1333,UK,01/08/2021,Christopher Morales,8,3,10,Promotores
334,1334,MEX,06/11/2021,Kristen Bowers DDS,11,4,8,Neutros
335,1335,UK,07/08/2021,Jasmine Fitzgerald,8,3,7,Neutros
336,1336,UK,14/11/2021,Rebecca Flynn,11,4,10,Promotores
337,1337,UK,25/08/2021,David Clark,8,3,10,Promotores
338,1338,US,25/01/2021,Amy English,1,1,7,Neutros
339,1339,US,17/02/2021,Clifford Dixon,2,1,10,Promotores
340,1340,MEX,20/04/2021,Casey White,4,2,10,Promotores
341,1341,UK,10/04/2021,Kimberly Hubbard,4,2,10,Promotores
342,1342,MEX,22/02/2021,Candace Barrett,2,1,0,Detratores
343,1343,MEX,12/08/2021,Mr. Tyler Carr,8,3,8,Neutros
344,1344,MEX,30/07/2021,Rebecca Diaz,7,3,8,Neutros
345,1345,US,19/09/2021,Marie Gordon,9,3,10,Promotores
346,1346,US,16/02/2021,Bryan Moss DDS,2,1,5,Detratores
347,1347,UK,30/08/2021,Shelly Giles,8,3,7,Neutros
348,1348,MEX,22/02/2021,Donna Rowe,2,1,9,Promotores
349,1349,UK,25/11/2021,Lisa West,11,4,10,Promotores
350,1350,US,12/03/2021,Jay Dunn,3,1,0,Detratores
351,1351,MEX,10/08/2021,Travis Jordan,8,3,10,Promotores
352,1352,MEX,02/04/2021,Melissa Brewer,4,2,8,Neutros
353,1353,MEX,14/08/2021,Edgar Vazquez,8,3,10,Promotores
354,1354,MEX,28/03/2021,Thomas Wilson,3,1,8,Neutros
355,1355,MEX,15/10/2021,David Lowery,10,4,0,Detratores
356,1356,UK,01/01/2021,Ashley Gross,1,1,10,Promotores
357,1357,UK,17/02/2021,Dylan Martin,2,1,9,Promotores
358,1358,US,01/02/2021,Christopher Morrow,2,1,6,Detratores
359,1359,UK,23/04/2021,Kathryn Carlson,4,2,9,Promotores
360,1360,MEX,29/03/2021,Leslie King,3,1,8,Neutros
361,1361,MEX,05/02/2021,Michelle Cooper,2,1,10,Promotores
362,1362,US,22/12/2021,Jeremy Davis,12,4,9,Promotores
363,1363,US,22/11/2021,Thomas Spencer,11,4,10,Promotores
364,1364,UK,24/04/2021,Brian Lopez,4,2,7,Neutros
365,1365,US,18/07/2021,Connor Sanford,7,3,1,Detratores
366,1366,UK,18/11/2021,Erica Walters,11,4,8,Neutros
367,1367,US,09/10/2021,Yolanda Carlson,10,4,0,Detratores
368,1368,US,29/05/2021,Scott Carpenter,5,2,10,Promotores
369,1369,UK,18/01/2021,Austin Williams,1,1,9,Promotores
370,1370,UK,04/04/2021,Shane Dunlap,4,2,8,Neutros
371,1371,MEX,16/06/2021,Keith Rojas III,6,2,10,Promotores
372,1372,UK,10/11/2021,Andrew Oneal,11,4,9,Promotores
373,1373,US,06/12/2021,Diana Fernandez DVM,12,4,1,Detratores
374,1374,US,17/08/2021,Kimberly Shelton,8,3,10,Promotores
375,1375,UK,18/09/2021,Andrew Austin,9,3,10,Promotores
376,1376,MEX,06/07/2021,Thomas Butler,7,3,6,Detratores
377,1377,UK,05/05/2021,Steven Mendoza,5,2,9,Promotores
378,1378,UK,27/05/2021,Colton Parks,5,2,0,Detratores
379,1379,US,17/01/2021,Laura Johnson,1,1,10,Promotores
380,1380,UK,08/07/2021,Cynthia Rodriguez,7,3,5,Detratores
381,1381,US,13/12/2021,Kathleen Wagner,12,4,1,Detratores
382,1382,MEX,30/05/2021,Chris Heath,5,2,9,Promotores
383,1383,UK,04/03/2021,Phillip Charles,3,1,10,Promotores
384,1384,MEX,10/09/2021,Craig Ramsey,9,3,9,Promotores
385,1385,MEX,03/11/2021,Virginia Rowe,11,4,10,Promotores
386,1386,US,25/06/2021,Jennifer Brown,6,2,10,Promotores
387,1387,UK,12/03/2021,Dawn Carpenter,3,1,10,Promotores
388,1388,UK,22/12/2021,Patrick Lewis,12,4,10,Promotores
389,1389,US,12/03/2021,Ryan Jones,3,1,10,Promotores
390,1390,US,07/01/2021,David Mcclain,1,1,9,Promotores
391,1391,UK,28/02/2021,Carl Rodgers,2,1,3,Detratores
392,1392,UK,03/01/2021,Matthew Donaldson,1,1,8,Neutros
393,1393,MEX,02/10/2021,Donna Benitez,10,4,7,Neutros
394,1394,UK,12/12/2021,Ashley Russell,12,4,10,Promotores
395,1395,MEX,14/08/2021,Kelly Dorsey,8,3,9,Promotores
396,1396,MEX,24/06/2021,James Mclean,6,2,10,Promotores
397,1397,UK,25/08/2021,Christopher Thomas,8,3,8,Neutros
398,1398,MEX,28/06/2021,Kenneth Ward,6,2,5,Detratores
399,1399,US,05/06/2021,Monique Wilson,6,2,0,Detratores
400,1400,US,08/09/2021,Hannah Thompson,9,3,9,Promotores
401,1401,MEX,30/04/2021,Miguel Rodriguez,4,2,10,Promotores
402,1402,UK,06/08/2021,Kelly Lee,8,3,10,Promotores
